user_id,followers_list
455692100,494037039;1368863274;276112778;220624837;915287179;93380599;485917030;738508316;610906968;776797585;524312432;129948456;634420834;137370532;581070678;553401650;197063362;526834453;96138456;746000443;616985320;560894263;114775729;588968222;120609202;568534007;169055522;300395254;310304924;83206603;459880868;494120149;494772708;312888560;302906057;52686210
595866006,956904288;1378217570;21302947;177166975;452097865;1389542826;478409321;1120655828;43607022;572589327;1292276934;1004758482;1027248156;103506356;992159581;601002151;1057032414;1061129772;381184790;554485198;552753487;485505777;458806722;523264165;312307608;610242039;478657425;433486563;28666886;101202244;63832723;613664290;19064287;574710648;563629676;380841357;43301934;474316779;550839581;114675553;15353074;222277722;89507852;49728863;607722763;557464571;36182000;47769769;263036313;472528787;464806206;427277574;154243977
279872903,972532633;554485198;1241575062;1368863274;137370532;382217890;1068828068;575652388;449256217;177633279;915287179;758032711;621819206;163549137;711295860;459880868;101202244;597586397;288991803;485917030;588968222;377915090;129948456;17679623;483062997;256988281;480494661;248376917;233832476;234742227;88462044;209999168
87377688,359422134;1064244859;827131363;550839581;478657425;574710648;459459518;499699049;36182000;305447437;381184790;451035305;478409321;562422413;120037444;380841357;263036313
490589779,1187474786;47706812;485505777;118122782;1057032414;142598572;121381154;28775453;82199471;462425418;45515193;114082221;427277574;434837450;183207275
17871187,19379616;557464571;49968109;99245311;50748968;116063765;6890532;1145995544;17706796;232452699;81814591;299760936;278223385;197063362;609416896;915287179;86337508;154243977;276901578;103261536;37642453;433486563;239711705;120609202;45515193;462258095;113861790;378070152;119876963;22416221;83206603;482792339;166148161;451035305;177166975;464806206;68654204;59509957;17567021;46775077;48131824;464502436
88462044,581299528;972532633;554485198;279872903;57908699;256988281;1378388058;499297785;1381953745;129948456;252552050;833728339;70920002;915287179;83412210;91104919;40301992;1033306567;209999168;444039081;634420834;799253460;36191393;494037039;90894097;1163967229;1157073098;252800491;310304924;971862548;51130368;1370329748;1368863274;392165052;1085464770;605752623;711295860;582116966;288991803;507459476;380876523;575652388;763178671;177633279;610906968;78550274;394902485;478657425;169055522;525733281;1068828068;552619385;458091457;1130159095;380373029;493016406;875696023;524312432
269399115,1389542826;547957320;472528787;313264829;376786245;1003304646;235910137;105103338;1120655828;206125363;630165516;1061129772;103506356;69335115;118122782;1057032414;946392384;36182000;50797195;192704753;5610642
458806722,1378217570;1292276934;433486563;299760936;206125363;79221731;552753487;36182000;308721132;595866006;485917030;451035305;257609533;434837450;478409321;113861790;482792339;63832723;485505777;472528787;154243977;89507852;73359564;114675553;462425418
547957320,480535865;464806206;30709938;1120655828;232452699;572589327;118122782;93690629;1064244859;376786245;514288085;36182000;269399115;103506356;433486563;103261536;1164176504;142598572;573077367;630165516;1145995544;50797195;1057032414;946392384
125207364,232452699;1292276934;1064244859;606641767;552753487;235910137;36182000;475361997;43301934;557464571;305447437;250855398;7627832;113861790;249091144;49728863;120037444;47080825;124187186;46642939;15353074;35454634
115093117,519853089;557464571;1292276934;278063562;120037444;572098981;198095537;43301934;46775077;83880115
112716692,47706812;433486563
799253460,554485198;524312432;494378249;129948456;1163967229;1088478440;88462044;560894263;18396319;1381953745;276112778;574604672;1368863274;763178671;605752623;483062997;149893981;1033306567;525733281;252552050;1370329748;561253885;279872903;720304159;86542520;875696023;493515305;300395254;499297785;382217890;1241575062;1068828068;402223330;52686210;459219198
746000443,329794347;574604672;1068828068;605752623;532335718;492258012;1368863274;444039081;169055522;485917030;1033306567;971862548;637259252;494037039;554485198;83206603;621819206;458091457;758032711;361995292;96138456;264565063;720304159;738508316;868159393;300395254;312888560;581070678;597586397;763178671;455692100;36191393;129948456;137370532;514288085;476098647;526834453;19064287;120609202;493016406;588968222;610906968;616985320;114775729;302906057;568534007;634420834;553401650
361995292,52686210;461826069;458091457;391539340;868159393;610906968;514288085;63832723;1145995544;494120149;129948456;1033306567;581070678;554843376;137370532;276112778;915287179;222277722;494378249;215972662;476098647;93380599;763178671;508752598;746000443;776797585;459219198;524312432;637259252;493016406;634420834;738508316;554485198;197063362;96138456;455692100;340556130;312888560;553401650;616985320;302906057;588968222;114775729
52331565,344784037;114675553;21755411;380373029
80235962,1368863274;971862548;621819206;137370532;300395254;380876523;1068828068;720304159;494378249;711295860;17679623;915287179;493016406;758032711;93380599;508752598;163549137;149893981;96138456;302906057;616985320;560894263;480494661;597586397;613664290;248376917;493515305;485917030;455692100;312888560;494772708;209999168;106686430;514288085;279872903;459880868
880713271,
568534007,129948456;972532633;1368863274;312888560;458091457;526834453;494378249;256988281;1033306567;758032711;114775729;610906968;524312432;763178671;915287179;494772708;137370532;868159393;560894263;776797585;93380599;581070678;19064287;554485198;340556130;36191393;300395254;634420834;746000443;616985320;485917030;514288085;459880868;455692100
11842122,54537104;50748968;46386171;33179844
192704753,1368863274;1068828068;605752623;177633279;248376917;493016406;197063362;49968109;90894097;78550274;552619385;628126313;340556130;621819206;487835902;610906968;477778623;52686210;278223385;86542520;361909258
111694745,7627832;382217890
434462618,471659724;45515193;30979415;113861790
264192701,597586397;595866006;956904288;1145995544;235910137;232452699;6890532;18969131;827131363;308721132;557464571;21302947;609416896;494378249;81814591;1003304646;875696023;459459518;276901578;113861790;36735292
21640730,37642453;166148161;1145995544;30921943;323321519;175099109;33179844;17567021;19411258;54537104
252552050,1033306567;776797585;494037039;524312432;827430223;209999168;382217890;329794347;49968109;33908285;758032711;581299528;1370329748;380876523;90894097;613664290;605752623;1368863274;720304159;1130159095;52686210;799253460;86542520;499297785;525733281;733480272;1145995544;1068828068;574604672;427277574;746000443;402223330;17400044;915287179;483062997;637259252;493515305;458091457;634420834;93380599
47706812,303154397;434837450;121381154;18969131;235910137;353028791;305550804;581070678;146816951;83206603;616985320;49728863;494378249
508752598,554485198;276112778;1368863274;377915090;597586397;833728339;519045138;868159393;137370532;90894097;971862548;634420834;574604672;554843376;252552050;36191393;1085464770;637259252;493016406;476098647;610906968;532335718;616985320;581070678;485917030;560894263;553401650;582116966;391539340;197063362;83206603;444039081;169055522;312888560;114775729;300395254;455692100;514288085;494772708;494120149
102766650,83880115;478409321
462258095,1120655828;263036313;37642453;250855398;301853897;393627660;264192701
249091144,915287179;485917030;121861836;464502436;220624837;19379616
162764688,523264165
19233676,956904288;300314836;572098981;300395254;5610642;91104919;154243977;562422413;434462618;14465685;46151256;44578635;37642453;384576997;17871187;53336284;264192701;59509957;340775394;1378217570;31077839;308721132;299190831;86054785;519853089;364525196;557464571;478409321;57908699;121381154;574710648;305447437;345938366;287333441;1003304646;30709938;1292276934;94788070;83412210;247316348;1187474786;166148161;18396319;507459476;18601415;40301992;49958385;116063765;235910137;1145995544;30979415;75584215;120609202;609416896;19062473;50748968;875696023;574604672;523264165;197063362;91134395;17578114;83206603;313264829;279872903;122934798;552753487;5867842;36735292;120037444;46446811;475361997;119871108;47706812;11842122;490589779;378070152;458091457;113861790;235174844;459880868
992159581,114082221;474316779;257609533;1061129772;50797195;956904288;557464571;1292276934;482792339;478409321;1378217570;562422413;103506356;69335115;1003304646;452097865;1389542826;572589327;595866006;49728863;232452699;573077367;120609202;1120655828;299760936;1027248156;263036313;552753487;630165516;89507852;301853897;434837450;59509957;28666886;433486563;485505777;47769769;1057032414;563629676;380841357;312307608;946392384;554581413;36182000;550839581
47336512,53336284;106126336;117407454;232452699;1003304646;507459476;574604672;1378217570;116063765;89507852;1292276934;607722763;206125363;31077839;376107351;94788070;462258095;1187474786;235174844;46642939;103506356;595866006;1061129772;313264829;1120655828;287333441;1145995544;48131824;308721132;1064244859;606641767;299760936;257609533;36182000;79221731;269399115;166148161;193045025;552753487;46775077;519853089;459459518;121381154;312307608;235910137;177166975;726156542;433486563;167495274;17871187;557464571;523264165;142598572;120037444;364525196;103261536;276901578;451035305;30979415;378070152;45515193;464806206;490589779;154243977;82313419;19062473;340775394;22416221;264192701;37642453;249091144;283549035;278063562;250855398;19379616;113861790;36735292
312888560,972532633;1368863274;554485198;568534007;444039081;971862548;1068828068;137370532;114775729;494037039;1145995544;758032711;915287179;763178671;574604672;1033306567;480494661;215972662;93380599;572635634;720304159;581070678;776797585;738508316;588968222;163549137;553401650;288991803;868159393;361995292;621819206;197063362;90894097;493016406;524312432;129948456;36191393;340556130;634420834;746000443;610906968;96138456;51130368;597586397;582116966;613664290;616985320;485917030;476098647;494378249;560894263;169055522;391539340;120609202;508752598;300395254;526834453;83206603;514288085;458091457;455692100;494772708;494120149;302906057;459880868
183207275,1064244859;47706812;434837450;250855398;142598572;601002151;119876963;490589779;146816951;263036313;323321519
493515305,391539340;210526018;1381953745;1068828068;300395254;1368863274;197063362;868159393;402223330;581070678;763178671;52686210;508752598;605752623;163549137;799253460;628126313;499297785;1130159095;1163967229;1085464770;493016406;1088478440;310304924;149893981;575652388;278223385;88462044;875696023;490589779
381184790,235910137;1292276934;1378217570;1064244859;601002151;359422134;343030340;595866006;301853897;606641767;482792339;552753487;30979415;478409321;101202244;499699049;82199471;263036313;380841357;607722763;93690629;87377688;459459518;451035305;574710648;562422413;250855398;462425418;434837450;113861790;305447437;478657425;485505777;234742227
137370532,461826069;17679623;256988281;605752623;222277722;972532633;459880868;1368863274;613664290;458091457;120609202;485917030;833728339;738508316;1378388058;554843376;492258012;508752598;36191393;499297785;1241575062;380876523;391539340;971862548;525733281;312888560;554485198;329794347;17400044;276112778;36182000;1173289080;177633279;494037039;621819206;382217890;594522343;1068828068;915287179;610906968;361995292;758032711;1033306567;637259252;340556130;494378249;476098647;568534007;93380599;868159393;711295860;163549137;763178671;455692100;572635634;561253885;215972662;49968109;720304159;524312432;746000443;776797585;514288085;827430223;19064287;129948456;114775729;300395254;616985320;96138456;634420834;444039081;377915090;553401650;560894263;83206603;588968222;581070678;493016406;169055522;302906057
193045025,93690629;17420789;186647026;946392384
17400044,514288085;169055522;171626374;1368863274;444039081;1033306567;524312432;197063362;610906968;554485198;391539340;137370532;581070678;93380599;215972662;758032711;252552050;90894097;494378249;868159393;302906057;616985320
197063362,1241575062;1370329748;1381953745;36191393;17679623;1163967229;90894097;89507852;1368863274;17400044;1068828068;605752623;220624837;340556130;494772708;169055522;458091457;300395254;525733281;19064287;746000443;329794347;915287179;524312432;252552050;499297785;776797585;514288085;628126313;1085464770;391539340;1088478440;738508316;763178671;192704753;93380599;552619385;634420834;493016406;581070678;455692100;215972662;310304924;361909258;868159393;361995292;588968222;637259252;114775729;572635634;720304159;553401650;427277574;459880868;302906057;83206603;96138456;560894263;616985320;610906968;494378249;607722763;106686430;508752598;476098647
827131363,114675553;33179844;992159581;478409321;1120655828;607722763;452097865;1378217570;573077367;103506356;574710648;1003304646;606641767;1292276934;343030340;499699049;433486563;1064244859;305447437;380841357;563629676;301853897;478657425;1057032414;359422134;485505777;87377688;263036313;82199471
393627660,45515193;1378217570;494378249;49958385;50748968;621819206;581070678;30979415;574604672;378070152;519853089;21302947;451035305;17706796;462258095;194238132
7627832,235910137;111694745;1064244859;46775077;733480272;50748968;81814591
83880115,554843376;236297113;308721132;380841357;115093117;102766650
554843376,746000443;434837450;550839581;91534334;464806206;478409321;59509957;377915090;557464571;553401650;163549137;1378217570;634420834;329794347;89507852;276901578;28666886;30709938;43607022;492258012;215972662;833728339;573077367;137370532;971862548;171626374;114082221;120609202;480535865;508752598;554485198;106686430;47769769;96138456;915287179;312888560;169055522;519045138;391539340;302906057;361995292;308721132;63832723;433486563
335860185,451035305;1145995544;235174844;946392384;3639301
1068828068,554843376;605752623;494037039;915287179;477778623;581070678;597586397;256988281;1368863274;634420834;554485198;103261536;720304159;17679623;302906057;114775729;616985320;711295860;1241575062;971862548;96138456;382217890;129948456;377915090;553401650;1173289080;163549137;621819206;610906968;137370532;1033306567;763178671
427277574,554485198;956904288;1027248156;554581413;232452699;1064244859;89507852;235910137;1003304646;1057032414;478657425;560894263;946392384;552753487;574710648;37642453;197063362;28666886;36182000;101202244;433486563;595866006;523264165;490589779;122934798
46642939,478409321;17420789;305447437;235910137;30979415;472528787;726156542;1068828068;31077839;15353074;69335115;1145995544;47336512;552753487;113861790;86337508;478657425;475361997;378070152;308721132;574710648;35454634;121381154;167495274;364525196;458806722;91534334;106686430;464502436;124187186;19062473;235174844;313264829;118122782;24898882;19379616;46446811;47080825;125207364;91104919;17682385;45515193
303154397,1378217570;434837450;478409321;554485198;1389542826;154243977;89507852;563629676;36182000;114675553;557464571;28775453
301853897,1378217570;574710648;557464571;1292276934;937738092;1389542826;82199471;992159581;1061129772;15353074;59509957;630165516;381184790;606641767;89507852;28775453;563629676;276901578;523264165;462425418;154243977;464806206;121381154;36182000;308721132;434837450;114675553;84204116;478409321
628126313,581299528;1381953745;49968109;1370329748;329794347;514288085;597586397;1366015800;776797585;1163967229;554485198;746000443;605752623;36191393;90894097;1368863274;494772708;763178671;508752598;252552050;149893981;574604672;525733281;499297785;1068828068;1033306567;493515305;340556130;169055522;915287179;581070678;1130159095;552619385;875696023;610906968;868159393;197063362;524312432;300395254;720304159;88462044;494378249;52686210;391539340;192704753
46446811,30979415;113861790;433486563;91104919;21597335;37642453;14049604;345938366;30709938;557464571;278223385;83412210;33908285;1378217570;305447437;40255988;378070152;17420789;404102161;299190831;7627832;1187474786;1068828068;827131363;19379616;478409321;956904288;1292276934;380373029;1003304646;283549035;574710648;1145995544;122934798;120609202;359422134;235910137;493515305;81814591;6241412
142598572,554843376;1378217570;344592915;472528787;434837450;359422134;572589327;232452699;574710648;235910137;313264829;573077367;43607022;726156542;154243977;630165516;547957320;82199471;1187474786;299760936;114082221;1061129772;1064244859;283549035;1004758482;552753487;79221731;312307608;549486770;36182000;28666886;103506356;1057032414;946392384;121381154;474316779
18125180,53336284;142598572;607722763;235910137;103506356;183207275;552753487;380373029;91104919;44578635;18396319;48131824;81814591
343349453,312307608;103506356;194045521;1378217570;120609202
1393595936,85898326
295249309,22181573;183207275;236297113
39761398,244549874;92506911
389978629,554485198;868159393;340556130;776797585;391539340;560894263;494120149
53336284,1064244859;22416221;36182000;82199471;264565063;49728863;451035305;263036313;607722763;560894263;59509957;464806206;562422413;574710648;18969131;119876963;472528787;201823117
5610642,22416221;461826069;105103338;269399115;519853089;106686430;490589779;82199471;69335115;472528787;46446811;46775077;86337508;24898882
117407454,73359564;36182000;177166975;43607022;103506356;1120655828;263036313;480535865;50797195;557464571;118122782;946392384
610242039,14465685;1378217570;621819206
99245311,305447437;475361997;610242039;478409321;49728863;236297113;47080825;24898882
30921943,1061129772;154243977;552753487;478657425;606641767;21640730;451035305;478409321;120037444;459459518;197359781;17682385;263036313;222277722;247316348;234742227
46151256,49968109;601002151;402223330;47706812;915287179;1145995544;81814591;119876963;264192701;609416896;283549035;758032711;478409321;17400044;552753487;875696023;485505777;54537104;610242039;252800491;726156542;88462044;250855398;40301992;82313419;19064287;235174844;613664290;17871187;232452699;345938366;493016406;87377688;574604672;120037444;494378249;169055522;300395254;103261536;490589779;378070152;393627660;113861790;519853089;482792339;46775077
557464571,554843376;572098981;992159581;478409321;1378217570;1004758482;222277722;554581413;1292276934;301853897;572589327;1389542826;452097865;30709938;117407454;480535865;59509957;494037039;1061129772;1027248156;308721132;956904288;79221731;89507852;523264165;1057032414;482792339;28666886;47336512;235910137;946392384;552753487;250855398;610242039;154243977;474316779;299760936;63832723;257609533;177166975;263036313;103261536;125207364;43301934;303154397;28775453;464806206;595866006;119876963;433486563;276901578;36182000;574710648
1163967229,1381953745;524312432;1368863274;1068828068;1088478440;129948456;90894097;605752623;763178671;552619385;493016406;1130159095;499297785;1085464770;875696023
1378217570,380841357;574710648;381184790;103261536;24898882;554843376;142598572;303154397;543812894;956904288;234742227;276901578;1120655828;301853897;154243977;573077367;1064244859;63832723;464806206;550839581;43301934;474316779;15353074;305447437;89507852;433486563;28666886;557464571;992159581;114675553;1389542826;50797195;1061129772;1027248156;1004758482;478409321;946392384;434837450;59509957;103506356;30709938;452097865;263036313;36182000;299760936;114082221;1292276934;572589327;84204116
476098647,613664290;572635634;494037039;971862548;33908285;93380599;137370532;36191393;96138456;776797585;215972662;114775729;763178671;455692100;637259252;738508316;524312432;302906057;526834453;554485198;746000443;610906968;508752598;514288085;493016406;519045138;510700548;553401650;588968222;197063362;581070678;312888560
308721132,1378217570;572589327;83880115;523264165;166148161;1292276934;574710648;89507852;433486563;1027248156;312307608;557464571;1145995544;554843376;276901578;1004758482;1003304646;154243977;1057032414;17682385;946392384;235910137;630165516;552753487;114082221;458806722;601002151;478657425;956904288;378070152;347503470;299760936;257609533;63832723;452097865;485505777;607722763;36182000;17420789;301853897;119876963;37642453;462425418;434837450;114675553;30979415;482792339;84204116
380841357,1378217570;499699049;43301934;572589327;40639652;376786245;250855398;1004758482;1064244859;956904288;83880115;235910137;125207364;992159581;278223385;552753487;606641767;299760936;595866006;462425418;305447437;381184790;607722763;478657425;464806206;574710648;451035305;433486563;562422413;30979415;87377688;485505777;84204116;478409321;343030340;263036313
384873279,347503470;726156542;519853089;82313419;21302947;171626374;46775077;19064287
1381953745,137370532;51130368;1033306567;525733281;581299528;574604672;382217890;197063362;1085464770;499297785;581070678;610906968;459219198;1163967229;1068828068;493016406;1366015800;1368863274;494378249;169055522;361909258
344784037,
92506911,1145995544;483062997;278223385;364525196;299190831;459459518;48131824;86337508;39761398;278063562;46386171
37642453,347503470;235910137;478409321;312307608;1057032414;427277574;462258095;36735292;308721132;47336512;19379616
915287179,519045138;1368863274;256988281;553401650;621819206;610906968;483062997;494037039;554843376;329794347;554485198;594522343;83206603;120609202;177633279;252552050;1033306567;377915090;137370532;288991803;758032711;568534007;382217890;129948456;163549137;738508316;597586397;634420834;711295860;17679623;114775729
256988281,1378388058;137370532;477778623;129948456;1068828068;288991803;524312432;568534007;380876523;279872903;17530983
340556130,971862548;93380599;329794347;171626374;51130368;1068828068;554485198;524312432;738508316;494037039;1368863274;17400044;458091457;525733281;594522343;610906968;389978629;494772708;49968109;581070678;494378249;137370532;114775729;300395254;720304159;105103338;361995292;568534007;391539340;561253885;476098647;616985320;312888560;634420834;494120149
302906057,444039081;1368863274;508752598;1173289080;1068828068;525733281;711295860;971862548;276112778;163549137;554843376;329794347;494037039;621819206;52686210;594522343;106686430;33908285;114775729;827430223;458091457;1033306567;17400044;90894097;582116966;758032711;574604672;300395254;93380599;36191393;101202244;476098647;49968109;763178671;738508316;637259252;868159393;510700548;361995292;215972662;524312432;776797585;572635634;19064287;80235962;197063362;480494661;554485198;634420834;746000443;51130368;720304159;561253885;96138456;610906968;613664290;129948456;616985320;581070678;493016406;519045138;137370532;494378249;588968222;553401650;560894263;526834453;169055522;120609202;514288085;494772708;83206603;455692100;459880868;312888560
560484062,
1085464770,499297785;1381953745;1368863274;169055522;1068828068;1033306567;494378249;300395254;605752623;129948456;310304924;90894097;763178671;1163967229;493016406;1130159095;875696023;508752598;720304159;1088478440
