user_id,followers_list
303864268,40301992;146816951;572098981;33179844;574604672;46775077;61782086;18969131
582116966,554485198;605752623;597586397;1368863274;1378388058;494772708;525733281;610906968;17400044;329794347;51130368;1068828068;49968109;758032711;915287179;169055522;1033306567;574604672;302906057;93380599;444039081;621819206;637259252;868159393;763178671;163549137;106686430;177633279;36191393;493016406;96138456;114775729;459880868;300395254;455692100;616985320;634420834;90894097;85040540;276112778;83206603;524312432;392165052;493515305;552619385;581070678;312888560;553401650;514288085;494378249;508752598;197063362;560894263
17706796,434462618;18969131;433486563;116063765;113861790;299742650;1292276934;19379616;1068828068;43301934;956904288;169055522;557464571;232452699;93380599;235910137;552753487;47769769;380373029;312307608;206125363;609416896
574710648,485505777;1378217570;475361997;114675553;464806206;1003304646;1027248156;301853897;89507852;452097865;1292276934;84204116;1389542826;572589327;459459518;550839581;313264829;43301934;299760936;308721132;992159581;142598572;523264165;263036313;552753487;114082221;434837450;59509957;154243977;91534334;427277574;276901578;73359564;595866006;607722763;63832723;381184790;462425418;380841357;557464571;478409321;47769769;36182000
226889077,19379616;507459476;83880115
56396019,574604672;494378249;278063562;956904288;875696023;40301992;5661312;81814591;191008573;19233676;5610642;11793022;38244333;36735292;24898882
83206603,129948456;93380599;1241575062;524312432;177633279;597586397;605752623;1368863274;971862548;1068828068;634420834;499297785;525733281;1033306567;391539340;197063362;758032711;85040540;915287179;96138456;763178671;561253885;621819206;746000443;380876523;377915090;276112778;137370532;114775729;588968222;560894263;553401650;526834453;493016406;169055522;312888560;300395254;459880868;302906057;508752598;514288085;455692100;494772708;494120149
562960544,595866006;527560962
90894097,1368863274;554485198;554843376;833728339;605752623;524312432;799253460;51130368;525733281;1378388058;1033306567;300395254;560894263;1163967229;581070678;1085464770;621819206;720304159;380876523;17400044;758032711;391539340;192704753;312888560;868159393;634420834;616985320;610906968;582116966;69335115
384576997,33179844;46775077;554581413;50748968
17406841,
49728863,1378217570;1389542826;433486563;572589327;992159581;572098981;1061129772;299760936;206125363;114675553;550839581;601002151;89507852;434837450;114082221;79221731;36182000;28666886;607722763;154243977;595866006;478409321;552753487;113861790;263036313;234742227;91534334
146816951,50748968;47706812;183207275;40255988
38244333,1068828068;574604672;119876963;552619385;198095537;61782086;18969131
1378388058,312307608;256988281;1241575062;192704753;120609202;391539340;1033306567;763178671;1381953745;494037039;169055522;574604672;300395254;514288085;637259252;525733281;36191393;340556130;329794347;1068828068;494378249;875696023;499297785;581070678;459219198;171626374;524312432;276112778;52686210;610906968;1368863274;137370532;51130368;493016406;90894097;382217890;582116966;738508316;868159393
572098981,557464571;1389542826;452097865;36182000;1027248156;49728863;43301934;630165516
514288085,597586397;494037039;1368863274;1173289080;361995292;621819206;1057032414;392165052;524312432;758032711;197063362;51130368;581070678;868159393;763178671;613664290;553401650;129948456;96138456;554485198;776797585;137370532;526834453;36191393;746000443;610906968;616985320;568534007;485917030;476098647;588968222;560894263;444039081;120609202;493016406;391539340;494378249;169055522;458091457;459880868;302906057;508752598;455692100;83206603;312888560;494120149
264565063,1368863274;868159393;514288085;1033306567;310304924;197063362;634420834;106686430;763178671
364184273,588968222
340775394,574604672;361995292;252800491;1120655828;597586397;1068828068;300395254;232452699;476098647;1033306567;17400044;494037039;868159393;525733281;514288085;1057032414;493016406;69335115;758032711;915287179;166148161;46775077;206125363;93380599;312307608;37642453;746000443;85040540;197063362;276112778;88462044;391539340;561253885;96138456;192704753;299742650;581070678;588968222;560894263;40301992;83412210;524312432;494378249;169055522;19379616;494120149;493515305;83206603;508752598;461826069;106168111;220624837;47336512;86337508;494772708
233832476,1368863274;634420834;377915090;36191393;574604672;1068828068;1033306567;177633279;402223330;915287179;480494661;597586397;483062997;485917030;288991803;279872903
122934798,580843991;621819206;48131824;514288085;13339372;13321202;250855398;427277574
244549874,561253885;1057032414;46775077;300395254;86337508;85040540;50748968;588968222;24898882;40301992;39761398;83206603;458091457;494120149
343030340,434837450;480535865;47769769;1057032414;478409321;380841357
120037444,84204116;554843376;1057032414;250855398;87377688;89507852;36182000;478409321;125207364;234742227;28666886
40639652,103506356;117407454;30709938;232452699;547957320;380841357;1164176504;69335115;50797195;472528787;1120655828;1145995544;394902485;93690629;376786245;630165516;194045521;91534334;616985320;480535865
33908285,605752623;494037039;49968109;493016406;597586397;524312432;634420834;312888560;494378249;868159393;391539340;476098647;302906057;553401650;96138456;738508316;114775729
222277722,563629676;137370532;236297113;557464571;91104919;19062473;30979415;49821396;235910137;36182000;1057032414;361995292;31077839;499699049;478657425;402223330;595866006;154243977;103261536;490589779;84204116;434837450;28666886;113861790;79221731;263036313;30921943
6241412,93690629;86337508;235910137;313264829;451035305;574710648;459459518;250855398;21313364;490589779;458091457;48131824;464502436;340775394;278063562;91534334;46446811
194045521,43891349;376107351;283549035;117407454;1292276934;547957320;36182000;235910137;343349453;232452699;464806206;1389542826;45515193;103506356;433486563;106126336;1164176504;82199471;86337508;93690629;946392384;40639652;376786245;391539340
30709938,554843376;171626374;433486563;547957320;1003304646;235910137;1378217570;57908699;1389542826;1292276934;40639652;557464571;1004758482;376786245;232452699;36182000;50797195;103506356;313264829;630165516;103261536;17390989;946392384;93690629
346426848,159090275;263036313;210739755
554485198,480494661;427277574;279872903;972532633;485917030;340556130;937738092;833728339;444039081;389978629;449256217;52686210;480535865;1368863274;628126313;621819206;303154397;329794347;1241575062;19064287;492258012;574604672;28775453;499297785;560894263;554843376;171626374;971862548;525733281;17400044;597586397;477778623;1173289080;1068828068;120609202;276112778;581070678;494378249;494037039;711295860;137370532;89507852;738508316;595866006;494772708;1033306567;382217890;524312432;169055522;827430223;514288085;758032711;252552050;114775729;588968222;915287179;594522343;763178671;215972662;93380599;163549137;868159393;300395254;568534007;361995292;114675553;637259252;36191393;776797585;572635634;720304159;610906968;526834453;613664290;129948456;519045138;380876523
1130159095,129948456;499297785;1381953745;524312432;1368863274;605752623;90894097;763178671;177633279;310304924;1163967229;493016406;1085464770;1088478440;875696023
116063765,83412210;574710648;572589327;47706812;1292276934;30709938;573077367;232452699;1187474786;300395254;490589779;1145995544;142598572;235910137;519853089;366570919;312307608;875696023;276901578;868159393;601002151;726156542;214134466;113861790;86337508;472528787;613664290;364525196;31077839;63832723;87377688;45515193;46775077;17567021;105103338;19062473;474316779;37642453;345938366;47336512;278063562;86542520;283549035;14049604;82313419;154243977;167495274
434837450,554843376;597586397;1061129772;573077367;303154397;376786245;257609533;726156542;1378217570;177166975;142598572;1389542826;572589327;472528787;1003304646;1292276934;1064244859;1027248156;992159581;1145995544;47706812;106168111;232452699;478409321;827430223;114082221;1057032414;452097865;312307608;89507852;347503470;956904288;30979415;343030340;250855398;276901578;49728863;183207275;82199471;574710648;523264165;235910137;24898882;391539340;121381154;427277574;601002151;459459518;113861790;458806722;552753487;48131824;607722763;79221731;464806206;478657425;36182000;433486563;562422413;301853897;381184790;308721132;494120149;28775453;299760936;167495274;82313419;43301934;84204116;28666886;154243977;114675553;451035305;458091457;474316779;490589779;485505777;21302947;222277722
543812894,1378217570;1064244859;610242039;43301934;1389542826;1145995544
191008573,50748968;235910137;562422413;47706812;116063765;103506356;232452699;340775394;106126336;121381154;86054785;915287179;192704753;61782086;36735292;1145995544;552753487;609416896;875696023;122934798;166148161;37642453;519853089;278223385;475361997;48131824;1167071;82313419;239711705;29219266;18969131;303154397;393627660;19233676;574604672;56396019;120037444;40301992;434837450;464502436;91134395;45515193;38244333;86337508;46775077;68654204;19379616;70920002;22416221;54537104
28666886,485505777;554843376;1292276934;1378217570;299760936;572589327;1027248156;1145995544;992159581;142598572;17682385;557464571;552753487;601002151;19062473;595866006;43301934;114082221;427277574;49728863;36182000;459459518;343030340;120609202;30979415;366570919;434837450;154243977;482792339;222277722;263036313;249091144;21597335;234742227;197359781;120037444;15353074
114082221,992159581;47769769;232452699;103506356;313264829;1378217570;572589327;1389542826;1292276934;554581413;114675553;554843376;235910137;1003304646;1120655828;1061129772;1027248156;142598572;206125363;1004758482;1145995544;434837450;89507852;1057032414;474316779;308721132;347503470;946392384;177166975;550839581;121381154;574710648;49728863;28666886;154243977;464806206;552753487;607722763;36182000;562422413;113861790;299760936;84204116
36401516,543812894;517327670;41143715
376107351,1164176504;194045521;193045025;103506356;69335115;232452699;18969131;464806206;572589327;1292276934;1120655828;455019965;1145995544;40639652;45515193;312307608;1004758482;177166975;946392384;472528787;82199471;459459518
1064244859,117407454;1004758482;1378217570;83880115;499699049;1292276934;474316779;15353074;547957320;93690629;380841357;234742227;630165516;125207364;434837450;433486563;305447437;427277574;992159581;359422134;1003304646;573077367;87377688;263036313;478657425;478409321;946392384
51130368,340556130;49968109;1068828068;1378388058;90894097;971862548;763178671;776797585;868159393;458091457;915287179;300395254;1033306567;494378249;758032711;93380599;169055522;738508316;197063362;637259252;96138456;514288085;510700548;476098647;36191393;554485198;634420834;493016406;616985320;302906057;610906968;581070678;560894263;312888560;588968222;455692100
1027248156,1004758482;937738092;15353074;574710648;427277574;114675553;595866006;1378217570;56325215;550839581;43301934;562422413;1057032414;308721132;572589327;478409321;1292276934;1389542826;572098981;433486563;89507852;28775453;573077367;1120655828;235910137;452097865;956904288;434837450;992159581;28666886;114082221;557464571;364525196;610242039;299760936;1145995544;276901578;36182000
630165516,485505777;480535865;43523217;597586397;84204116;1378217570;19379616;1389542826;103506356;250855398;378070152;299760936;57908699;552753487;142598572;1064244859;206125363;36182000;93690629;547957320;992159581;1061129772;305447437;1120655828;1164176504;232452699;166148161;1145995544;30709938;50797195;269399115;452097865;1003304646;89507852;235910137;946392384;154243977;1004758482;308721132;40639652;563629676;301853897;82199471;347503470;572098981;114675553;394902485;312307608;472528787;376786245
1164176504,523264165;93690629;554581413;194045521;40639652;250795515;376786245;235910137;480535865;547957320;103506356;1120655828;394902485;50797195;36182000;630165516
517327670,36401516
28775453,597586397;523264165;1120655828;1061129772;1292276934;1389542826;554485198;1027248156;956904288;562422413;868159393;63832723;56325215;301853897;84204116;485505777;610242039;82199471;557464571;303154397;607722763;235910137;433486563;119876963;36182000;276901578;464806206;434837450;114675553
239711705,494120149;18601415;46386171;48131824
344592915,480535865;1120655828;142598572
31077839,50797195;461826069;394902485;1187474786;269399115;462258095;1120655828;103506356;313264829;1145995544;69335115;106126336;232452699;117407454;312307608;22416221;82199471;1004758482;235910137;86337508;278063562;222277722;378070152;116063765;455019965;278223385;464806206;47336512;490589779;166148161;472528787;192704753;12244992;45515193;68654204;18969131
523264165,232452699;1164176504;1120655828;28775453;549486770;308721132;162764688;50797195;550839581;312307608;1061129772;89507852;17682385;557464571;956904288;154243977;992159581;552753487;452097865;301853897;434837450;119871108;264192701;554581413;36182000;464806206;114675553;427277574
376786245,434837450;232452699;30709938;93690629;1120655828;45515193;380841357;547957320;103506356;269399115;106126336;1164176504;235910137;1145995544;50797195;40639652;552753487;1003304646;312307608;394902485;464806206;194045521;630165516;91534334;523264165;36182000
252800491,21302947;595866006;1292276934;458091457;485505777;142598572;992159581;1145995544;552753487;299760936;154243977;47336512;36735292;433486563;121381154;434837450;19379616
561253885,621819206;1368863274;49968109;610906968;514288085;256988281;868159393;312888560;1033306567;93380599;36191393;763178671;572635634;776797585;137370532;634420834;19064287;720304159;746000443;340556130;96138456;302906057;616985320;485917030;493016406;560894263;552619385;83206603;588968222;459880868;581070678;508752598;197063362;391539340;444039081;455692100;494378249;300395254;494120149
527560962,
946392384,480535865;1378217570;1389542826;572589327;573077367;18969131;359422134;366570919;607722763;1120655828;118122782;103506356;1145995544;106126336;269399115;154243977;547957320;1064244859;194045521;84262340;117407454;206125363;59509957;308721132;630165516;193045025;992159581;299760936;30709938;601002151;93690629;1003304646;474316779;142598572;103261536;50797195;478657425;554581413;177166975;43523217;394902485;464502436;43607022;114082221;82199471;557464571;552753487;335860185;427277574;235910137;376107351
11632152,313264829;17390989;49821396;21410703;84262340;6241412
84204116,1120655828;1004758482;992159581;630165516;574710648;1378217570;1292276934;572589327;232452699;394902485;1061129772;313264829;276901578;300314836;36182000;550839581;452097865;478657425;552753487;607722763;103261536;562422413;28775453;63832723;299760936;433486563;59509957;114082221;474316779;257609533;308721132;434837450;464806206;154243977;301853897;380841357;451035305;462425418;485505777;478409321;30921943;114675553;177166975;222277722
299760936,956904288;1120655828;154243977;114675553;1378217570;28666886;452097865;1389542826;572589327;630165516;550839581;79221731;1292276934;573077367;992159581;49728863;142598572;276901578;1027248156;1145995544;1061129772;1057032414;946392384;552753487;601002151;380841357;308721132;177166975;464806206;557464571;462425418;82199471;36182000;607722763;257609533;562422413;84204116;433486563;434837450;114082221;17682385
971862548,96138456;340556130;738508316;972532633;758032711;93380599;391539340;937738092;605752623;492258012;833728339;494378249;300395254;746000443;499297785;634420834;581070678;1368863274;120609202;525733281;1173289080;312888560;610906968;554843376;508752598;588968222;1241575062;763178671;1033306567;524312432;560894263;553401650;621819206;476098647;302906057;554485198;1068828068;114775729;171626374;616985320;137370532
499297785,1068828068;494378249;833728339;49968109;276112778;763178671;1378388058;1370329748;971862548;90894097;1368863274;493515305;799253460;554485198;149893981;137370532;382217890;129948456;616985320;610906968;1033306567;300395254;605752623;525733281;581299528;1163967229;493016406;197063362;1085464770
17420789,35454634;726156542;193045025;359422134;1057032414;552753487;113861790;610242039;248376917;235910137;154243977;519853089;433486563;36182000;308721132;177166975;351511437;263036313;24898882;18969131;46386171
253312786,580843991;1120655828;31077839
449256217,1241575062;554485198;480494661;597586397;233832476;613664290;560894263;402223330;279872903;177633279;163549137;248376917;915287179;377915090;483062997;711295860
36191393,621819206;597586397;120609202;494037039;329794347;169055522;1368863274;288991803;377915090;758032711;137370532;581070678;312888560;458091457;508752598;738508316;114775729;1033306567;476098647;572635634;302906057;634420834;613664290;96138456;746000443;51130368;129948456;560894263;553401650;514288085;554485198;616985320;568534007;610906968
444039081,1368863274;553401650;114775729;610906968;493016406;561253885;93380599;302906057;96138456;554485198;492258012;494037039;177633279;746000443;312888560;738508316;621819206;458091457;508752598;634420834;1033306567;524312432;46775077;581299528;720304159;391539340;494378249;300395254;49968109;758032711;197063362;776797585;380876523;137370532;581070678;616985320;514288085
87308381,47080825
470976991,
70920002,47336512;17400044;283549035;524312432;493016406;776797585;46775077;96138456;276112778;82313419;380373029;560894263;310304924;490589779;83206603;220624837;461826069;464502436;455692100;69335115;48131824;340775394;249091144;146816951
609416896,554843376;7627832;483062997;581070678;915287179;50748968;404102161;402223330
56325215,433486563;1027248156;41143715;517327670;28775453;563629676;159090275;458806722
86542520,597586397;91104919;1157073098;252552050;88462044;1370329748;1381953745;763178671;494378249;149893981;17679623;581299528;1368863274;391539340;300395254;1163967229;52686210;581070678;875696023;1068828068;915287179;605752623;310304924;799253460;493515305;485917030;380876523;402223330;552619385;494120149;278223385;192704753
758032711,329794347;972532633;971862548;1368863274;177633279;833728339;1241575062;524312432;215972662;525733281;637259252;514288085;36182000;553401650;171626374;572635634;568534007;96138456;554485198;588968222;634420834;1033306567;763178671;276112778;129948456;169055522;738508316;17679623;137370532;915287179;868159393;288991803;494378249;377915090;776797585;302906057;711295860;114775729;279872903;616985320
82313419,956904288;1057032414;46386171;378070152;623005011;36735292;17682385;434837450;17567021;21302947;79221731;17871187
485917030,554485198;597586397;1068828068;610906968;915287179;404102161;455692100;634420834;96138456;288991803;588968222;377915090;312888560;129948456;177633279;382217890;279872903;519045138
17567021,232452699;6890532;726156542;378070152;113861790;116063765;5610642;464502436;21302947;82313419
581070678,17400044;561253885;1368863274;494037039;1173289080;120609202;971862548;508752598;197063362;300395254;169055522;458091457;36191393;525733281;554485198;610906968;1068828068;526834453;628126313;69335115;393627660;634420834;215972662;1033306567;361995292;340556130;51130368;514288085;763178671;524312432;776797585;312888560;380876523;568534007;868159393;746000443;455692100;96138456;459880868;494378249;302906057;444039081;129948456;616985320;114775729;137370532;493016406;553401650;588968222;476098647
494772708,597586397;129948456;833728339;605752623;554485198;610906968;568534007;560894263;120609202;80235962;302906057;514288085;508752598;455692100;83206603;458091457;312888560
278223385,597586397;47769769;17871187;588968222;85040540;1088478440;1366015800;279872903;1370329748;1368863274;329794347;17679623;404102161;499297785;458091457;1130159095;166148161;305550804;477778623;1163967229;1068828068;79221731;763178671;57908699;359422134;915287179;478657425;46775077;875696023;494378249;391539340;827131363;300395254;605752623;17400044;380841357;88462044;1033306567;720304159;561253885;493016406;455692100;49968109;91104919;248376917;621819206;177633279;310304924;427277574;51130368;92506911;568534007;340556130;191008573;494120149;90894097;799253460;18969131;257609533
50797195,573077367;992159581;57908699;1378217570;177166975;283549035;1389542826;117407454;18969131;572589327;106126336;30709938;394902485;40639652;1292276934;1061129772;480535865;523264165;472528787;1120655828;206125363;103506356;93690629;312307608;1164176504;232452699;547957320;1003304646;36182000;630165516;269399115;103261536;376786245;946392384
120609202,36191393;597586397;833728339;1057032414;137370532;610906968;971862548;36182000;554843376;992159581;1173289080;129948456;554485198;169055522;494037039;915287179;163549137;1033306567;738508316;553401650;827430223;85040540;746000443;616985320;494378249;514288085;455692100;588968222;30979415;89507852;459880868;263036313;28666886;114775729;562422413;312888560;302906057
91534334,554843376;480535865;451035305;376786245;36182000;90894097;40639652;197359781;574710648;235910137;519853089;464502436;93690629;6241412;18969131;49728863;118122782;69335115
86054785,299190831;191008573;39761398;364184273;50748968;384576997;121861836;177633279;120609202
118122782,547957320;946392384;366570919;43607022;117407454;269399115;519853089;490589779;69335115;455019965;472528787;91534334
494037039,17679623;288991803;605752623;33908285;776797585;915287179;746000443;833728339;493016406;720304159;444039081;738508316;553401650;616985320;524312432;93380599;634420834;96138456;120609202;129948456;610906968;763178671;554485198;215972662;137370532;114775729;302906057;621819206;1033306567
30979415,235910137;222277722;347503470;1057032414;552753487;103261536;381184790;434837450;478409321;393627660;114675553;499699049;35454634;623005011;485917030;36182000;47336512;28666886;47080825;485505777;378070152;364525196;19062473;120609202;17682385;308721132;462425418;18969131
299190831,86054785
46386171,44578635;1145995544;81814591;609416896;82313419;54537104;35454634;384576997;46775077
50140483,1145995544
287333441,94788070;472528787;18969131;1145995544;45515193;68654204;120609202;464806206;235910137
5661312,19233676;17706796;6890532
17390989,106168111;235910137;201823117;30709938;93690629;11632152;15353074;106126336
83412210,14465685;106686430
1389542826,103261536;1057032414;1004758482;154243977;45515193;1292276934;1378217570;171626374;946392384;49728863;69335115;235910137;312307608;1145995544;595866006;73359564;543812894;572589327;303154397;574710648;1027248156;269399115;557464571;1120655828;63832723;572098981;232452699;992159581;347503470;459459518;103506356;194045521;93690629;1061129772;305447437;30709938;276901578;299760936;554581413;114675553;434837450;177166975;36182000;301853897;114082221;28775453;452097865;50797195;630165516
278063562,427277574;572589327;124187186;574604672;359422134;235910137;116063765;376107351;1120655828;380373029;1187474786;22416221;206125363;573077367;232452699;493515305;574710648;36735292;120609202;43891349;1145995544;103261536;47769769;6241412;142598572;1003304646;81814591;1057032414;462258095;36182000;552753487;276901578;557464571;1027248156;46446811;31077839;312307608;177166975;726156542;46775077;22896984;547957320;490589779;208189540;82313419;119876963;17567021;167495274;37642453;483062997;378070152;472528787
114675553,452097865;1292276934;574710648;1004758482;103506356;550839581;232452699;1027248156;1378217570;299760936;89507852;313264829;554581413;572589327;1389542826;1061129772;623005011;114082221;1003304646;573077367;257609533;49728863;19379616;630165516;394902485;554485198;303154397;601002151;234742227;106168111;607722763;82199471;36182000;595866006;433486563;562422413;523264165;63832723;474316779;30979415;308721132;28775453;301853897;119876963;113861790;154243977;464806206;15353074;101202244;434837450;458806722;84204116;462425418
149893981,340556130;1381953745;493016406;1370329748;1368863274;494378249;799253460;458091457;499297785;36191393;605752623;628126313;300395254;1033306567;1068828068;197063362;329794347;45342174;380876523;493515305;114775729;15848481;480494661
75584215,235910137;45515193;609416896;875696023;427277574;351511437;291729637;6890532;278063562;279872903;18969131
1120655828,84204116;28775453;1378217570;433486563;299760936;573077367;547957320;523264165;464806206;117407454;43301934;956904288;171626374;480535865;232452699;366570919;344592915;1003304646;1389542826;572589327;595866006;376786245;40639652;607722763;1057032414;946392384;312307608;1027248156;177166975;992159581;472528787;73359564;19379616;1004758482;554581413;1164176504;269399115;82199471;235910137;114082221;394902485;601002151;1061129772;103506356;36182000;50797195;93690629;630165516;69335115
63832723,1378217570;1292276934;1389542826;572589327;956904288;235174844;235910137;827430223;554843376;1057032414;28775453;623005011;308721132;557464571;364525196;464806206;36182000;85898326;574710648;550839581;485505777;84204116;113861790;458806722;462425418;114675553;106168111
41902382,
235174844,37642453;82199471;335860185;36182000;490589779;18969131;63832723;46642939;49821396;249091144;236297113
68654204,187961124;434462618;22416221;79161236;194238132;37642453;574604672;402223330;359422134;1145995544;235910137;609416896;833641260;175099109;38142665;875696023;287333441;53336284;384873279;40301992;427277574;312888560;33188603;18125180;490589779;96138456;191008573
22416221,1187474786;21755411;105103338;33179844;36191393;18969131;191008573;461826069;94788070;49968109;17567021;1068828068;51130368;21302947;364525196;79221731;340775394;552753487;171626374;609416896;1064244859;37642453;103261536;31077839;493515305;264192701;121861836;235910137;40301992;508752598;192704753;519853089;278223385;53336284;166148161;83206603;5610642;459880868;82199471;494378249;47706812;30979415;402223330;46775077;14465685;434837450;455692100;106686430;276112778;464502436;235174844;45515193;86337508;19379616;85040540;257609533;278063562;47336512;47080825;52686210;46446811;70920002
24898882,1378217570;359422134;299760936;494378249;434837450;197063362;69335115;234742227;263036313;17420789;17508660;17682385;56396019
392125682,
21302947,264192701;595866006;45515193;462258095;312307608;572589327;359422134;308721132;232452699;1057032414;120037444;79221731;1145995544;552753487;49728863;726156542;276901578;393627660;364525196;46775077;607722763;433486563;103261536;120609202;378070152;113861790;451035305;482792339;464806206;434837450;464502436;17567021;119876963;17682385;116063765;345938366;19062473;283549035;19379616;278063562;82313419;30979415;17871187
17530983,256988281
14049604,5867842
312307608,1389542826;464806206;79221731;299742650;171626374;1120655828;378070152;554581413;22181573;523264165;308721132;37642453;142598572;208189540;50797195;106168111;726156542;1145995544;232452699;201823117;31077839;1057032414;992159581;376786245;434837450;1004758482;36182000;630165516;235910137;595866006;347503470
201823117,53336284;232452699;1145995544;447236162;84204116;358111415;312307608;93690629;59509957;11632152;46089281
94788070,232452699;956904288;1145995544;287333441;142598572;278223385;235910137;45515193;93690629;17406841;252754991;187961124
220624837,329794347;455692100;69335115;169055522;391539340;472528787;105103338;88462044
1014115350,499699049
33179844,434462618;18969131;47706812;478409321;250855398;303864268;53336284;81814591;827131363;21640730;609416896;300395254;574604672;19411258;523264165;37642453;475361997;343030340;384576997
17682385,573077367;235910137;523264165;1064244859;47706812;28666886;308721132;35454634;433486563;452097865;82313419;30921943;30979415;464502436;234742227;121381154;46642939;87377688;299760936;21302947;263036313;19379616;249091144;24898882;236297113;125207364;113861790;36735292
210739755,305447437;263036313;49821396;346426848
550839581,554843376;956904288;1004758482;114675553;1378217570;1027248156;572589327;574710648;299760936;1292276934;523264165;43301934;49728863;87377688;552753487;992159581;89507852;84204116;482792339;114082221;601002151;154243977;464806206;595866006;36182000;63832723;562422413
345938366,462258095;124187186;17871187;376107351;461826069;507459476;49968109;36735292;1187474786;91534334;573077367;347503470;36182000;308721132;33179844;1145995544;574710648;232452699;50797195;1003304646;380373029;206125363;235910137;177633279;427277574;493515305;992159581;269399115;351511437;30709938;81814591;43607022;276901578;1057032414;142598572;452097865;483062997;1027248156;46775077
61782086,46775077;462425418;40301992;38142665;303864268;36182000;115086169;85898326;291729637;38244333;29219266;50748968;18969131
776797585,833728339;514288085;444039081;458091457;613664290;621819206;51130368;553401650;171626374;588968222;1173289080;494037039;610906968;1033306567;169055522;915287179;524312432;568534007;758032711;215972662;476098647;581070678;637259252;312888560;361995292;455692100;763178671;738508316;96138456;510700548;868159393;114775729;634420834;276112778;560894263;137370532;302906057;519045138;493016406;554485198;616985320
763178671,613664290;499297785;833728339;1368863274;868159393;971862548;312888560;49968109;605752623;552619385;494037039;300395254;1033306567;391539340;581299528;1173289080;361995292;588968222;1068828068;252552050;758032711;827430223;568534007;720304159;93380599;197063362;581070678;915287179;514288085;458091457;554485198;215972662;610906968;560894263;96138456;476098647;169055522;524312432;493016406;776797585;137370532;553401650;634420834;572635634;114775729;163549137;746000443;738508316;302906057;637259252;616985320
19062473,434462618;1378217570;201823117;36182000;623005011;572589327;343030340;222277722;232452699;1292276934;59509957;1027248156;1145995544;37642453;235910137;46151256;299760936;552753487;278223385;177166975;351511437;478657425;364525196;28666886;47706812;276901578;507459476;22896984;113861790;47336512;11793022;49728863;250855398;19379616;378070152;30979415;451035305;48131824;247316348;79221731;263036313
299742650,461826069;171626374;276112778;494378249;459880868;493016406;340775394;616985320
356091626,
235910137,381184790;956904288;166148161;1187474786;1292276934;194045521;30709938;15353074;344592915;478409321;1389542826;17682385;37642453;364525196;30979415;1003304646;114082221;63832723;103506356;89507852;549486770;269399115;1027248156;43301934;1120655828;427277574;552753487;376786245;17390989;232452699;1145995544;18969131;154243977;6241412;557464571;1057032414;630165516;45515193;485505777;478657425;380841357;308721132;125207364;946392384;40301992;94788070;31077839;82199471;312307608;47336512;47706812;434837450;634420834;91534334;475361997;287333441;36182000;28775453;120037444;93690629;73359564;177166975
21749962,121381154
15353074,573077367;956904288;1378217570;1027248156;235910137;1064244859;46642939;1145995544;54537104;301853897;43301934;478657425;1003304646;595866006;478409321;36182000;114675553;263036313;79221731;249091144;234742227;21597335;28666886;35454634;68654204;125207364;17390989;7627832;13339372;40255988;47080825;18125180
452097865,937738092;114675553;43301934;557464571;1378217570;299760936;595866006;276901578;572098981;1389542826;992159581;1061129772;1292276934;956904288;1027248156;601002151;18969131;630165516;478657425;1057032414;434837450;84204116;89507852;308721132;523264165;36182000;563629676;433486563;574710648;17682385;119876963
474316779,992159581;1378217570;1061129772;1064244859;572589327;573077367;1057032414;114082221;946392384;49821396;552753487;563629676;557464571;595866006;142598572;36182000;116063765;114675553;47769769;84204116;154243977;462425418;485505777;434837450
597586397,634420834;434837450;514288085;833728339;972532633;1033306567;163549137;80235962;738508316;915287179;1068828068;120609202;114775729;610906968;449256217;554485198;711295860;574604672;129948456;377915090;560894263;279872903;17679623
433486563,956904288;30709938;1120655828;1378217570;56325215;572589327;49728863;1292276934;1027248156;552753487;43301934;1061129772;573077367;1064244859;992159581;1057032414;478409321;36182000;554843376;475361997;595866006;607722763;154243977;452097865;17420789;427277574;28775453;557464571;114675553;485505777;434837450;380841357;464806206;299760936;84204116
1167071,1064244859;1145995544;88462044;6241412
21597335,28666886;15353074
563629676,222277722;43301934;1292276934;206125363;1145995544;594522343;827131363;956904288;992159581;49821396;554581413;630165516;610242039;303154397;601002151;56325215;301853897;452097865;474316779;595866006
113861790,595866006;572589327;276901578;433486563;235910137;1027248156;312307608;378070152;552753487;17871187;726156542;263036313;116063765;434837450;82313419;17420789;19062473;283549035;120609202;120037444;472528787;459459518;381184790;84204116;177166975;47769769;114082221;119876963;125207364;114675553;63832723;458806722;451035305;36735292;17508660;464502436;17567021;222277722;79221731;21302947;47336512;17682385
49821396,222277722;563629676;474316779;210739755;554485198;36182000;607722763;235174844;11632152;50748968;125207364;21410703;47080825
17508660,833728339;434462618;53336284;117407454;235910137
84642200,84262340
57908699,507459476;50797195;103506356;30709938;630165516;758032711
188063559,494378249;90984732;5867842
33188603,5661312;1145995544;833641260
